Title,Genre,IMDB Rating,Rating
The Player,"Comedy, Crime, Drama",7.5,R
The Players,Short,3.3,N/A
The Polar Express,"Animation, Adventure, Comedy",6.6,G
The Polka King,"Biography, Comedy, Drama",5.9,TV-14
The Price of Success,"Short, Drama",N/A,N/A
The Prince,"Action, Thriller",4.6,R
The Prince,"Action, Thriller",4.6,R
The Princess and the Frog,"Animation, Adventure, Comedy",7.1,G
The Princess Switch: Switched Again,"Comedy, Drama, Family",5.4,TV-G
The Prison,"Short, Drama",N/A,N/A
The Professor and the Madman,"Biography, Drama",7.3,Not Rated
The Prom,"Comedy, Drama, Musical",5.9,PG-13
The Promise,"Action, Adventure, Drama",6.0,PG-13
The Pursuit,Documentary,6.2,N/A
The Pursuit of Happyness,"Biography, Drama",8.0,PG-13
The Push,"Short, Thriller",6.8,N/A
The Rainmaker,"Crime, Drama, Thriller",7.2,PG-13
The Real Miyagi,"Documentary, Action, Biography",7.1,TV-14
The Rebound,"Comedy, Romance",6.3,R
The Red Sea Diving Resort,"Drama, History, Thriller",6.6,TV-MA
The Rehearsal,Drama,5.7,N/A
The Reliant,Action,3.6,PG-13
The Rezort,"Horror, Sci-Fi, Thriller",5.3,Not Rated
The Ridiculous 6,"Action, Adventure, Comedy",4.8,TV-14
The Right One,"Comedy, Romance",5.1,R
The Ring,"Horror, Mystery",7.1,PG-13
The Riot Club,"Drama, Thriller",6.0,R
The Ritual,"Horror, Mystery, Thriller",6.3,TV-MA
The River Thief,"Action, Adventure, Crime",5.3,Not Rated
The River Wild,"Adventure, Crime, Thriller",6.4,PG-13
The Roommate,Thriller,4.8,PG-13
The Rope Curse 2,Horror,4.8,N/A
The Rover,"Action, Crime, Drama",6.4,R
The Royal Bengal Tiger,Thriller,6.9,N/A
The Royal Hibiscus Hotel,"Comedy, Romance",5.5,TV-PG
The Rugrats Movie,"Animation, Adventure, Comedy",5.9,G
The Rum Diary,"Comedy, Drama",6.2,R
The Runaways,"Biography, Drama, Music",6.5,R
The Runner,Drama,4.7,R
The Russian Revolution,"Documentary, History",6.5,TV-14
Taboo American Style 1: The Ruthless Beginning,"Adult, Drama, Romance",7.1,X
The Ryan White Story,"Biography, Drama",7.3,Not Rated
The Saint,"Action, Adventure, Romance",6.2,PG-13
The Salvation,"Action, Drama, Thriller",6.7,R
The Sapphires,"Biography, Comedy, Drama",7.0,PG-13
The Score,"Action, Crime, Drama",6.8,R
The Sea of Trees,"Drama, Fantasy, Mystery",6.1,PG-13
The Secret Life of Pets 2,"Animation, Adventure, Comedy",6.5,PG
The Set Up,"Action, Drama, Thriller",4.9,R
The Shaukeens,Comedy,4.9,N/A
The Short Game,"Documentary, Sport",7.3,PG
The Show,"Drama, Fantasy",5.8,N/A
The Siege of Jadotville,"Action, Drama, History",7.2,TV-MA
The Signal,"Drama, Mystery, Sci-Fi",6.1,PG-13
The Silence,"Drama, Horror, Sci-Fi",5.3,PG-13
The Silent War,Documentary,7.3,N/A
The Sinking of Van Der Wijck,"Drama, Romance",7.6,TV-14
The Sky Is Pink,"Drama, Romance",7.6,N/A
The Sleepover,"Action, Adventure, Comedy",5.7,TV-PG
The Smurfs,"Animation, Adventure, Comedy",5.4,PG
The Smurfs 2,"Animation, Adventure, Comedy",5.3,PG
The Social Dilemma,"Documentary, Drama",7.6,PG-13
The Social Network,"Biography, Drama",7.7,PG-13
The Son,"Drama, Western",7.5,TV-14
The Space Between Us,"Drama, Romance, Sci-Fi",6.4,PG-13
The Spectacular Now,"Comedy, Drama, Romance",7.1,R
The Spiderwick Chronicles,"Action, Adventure, Drama",6.5,PG
The Spiral,"Crime, Drama, Mystery",6.0,N/A
The Spy Next Door,"Action, Comedy, Family",5.5,PG
The Square,"Comedy, Drama",7.2,R
The Squid and the Whale,"Comedy, Drama",7.3,R
The Stand at Paxton County,"Drama, Thriller",6.4,R
The Stanford Prison Experiment,"Biography, Drama, History",6.9,R
The Stolen,"Action, Adventure, Drama",5.3,TV-14
The Student,Thriller,4.4,Unrated
The Suit,"Short, Drama",7.5,N/A
The Super,"Horror, Thriller",5.5,R
The Super Parental Guardians,Comedy,4.4,N/A
The Take,"Crime, Drama, Thriller",7.8,TV-MA
The Taking of Pelham 123,"Action, Crime, Thriller",6.4,R
The Talented Mr. Ripley,"Crime, Drama, Thriller",7.4,R
The Tenth Man,"Drama, War",7.0,Not Rated
The Texas Chainsaw Massacre,"Crime, Horror",6.2,R
The Theory of Everything,"Biography, Drama, Romance",7.7,PG-13
The Third Party,"Comedy, Romance",6.1,N/A
The Tiger Hunter,Comedy,6.0,Not Rated
The Tigers of Scotland,Documentary,6.6,N/A
The Time Machine,"Action, Adventure, Sci-Fi",6.0,PG-13
The Time Traveler's Wife,"Comedy, Drama, Fantasy",7.1,PG-13
The Titan,"Drama, Mystery, Romance",4.8,TV-MA
The Tourist,"Action, Thriller",6.0,PG-13
The Trap,"Adventure, Drama, Romance",7.3,N/A
The Trial,"Drama, Thriller",6.0,PG-13
The Trial of the Chicago 7,"Drama, History, Thriller",7.8,R
The Tribe,"Drama, Romance, Sci-Fi",7.6,TV-PG
The Tribes of Palos Verdes,Drama,5.8,R
The Trigger Effect,"Drama, Thriller",5.7,R
The Trip to Spain,"Adventure, Comedy, Drama",6.6,Unrated
The Trust,"Crime, Thriller",5.4,R
The Truth About Alcohol,"Short, Family",6.8,N/A
The Tuxedo,"Action, Comedy, Sci-Fi",5.4,PG-13
The Twelve,Crime,N/A,N/A
The Two Popes,"Comedy, Drama",7.6,PG-13
The Ugly Truth,"Comedy, Romance",6.4,R
The Underclass,Drama,6.4,TV-MA
The unknown girl,"Short, Drama",N/A,N/A
The Unknown Known,"Documentary, Biography, History",7.1,PG-13
The Unmarried Wife,"Drama, Romance",6.0,N/A
The Untold Tales of Armistead Maupin,Documentary,7.0,N/A
The Vanished,"Short, Thriller",7.3,N/A
The Vatican Tapes,"Horror, Thriller",4.8,PG-13
The Vault,"Crime, Horror, Mystery",4.9,Not Rated
The Victims' Game,"Crime, Drama, Thriller",7.4,N/A
The Violin Player,"Drama, Music",6.9,N/A
The Wandering Earth 2,Sci-Fi,N/A,N/A
The Warning,Horror,2.9,N/A
The Water Diviner,"Drama, History, War",7.0,R
Starz Special: The Water Horse: Legend of the Deep,Adventure,6.6,N/A
The Waterboy,"Comedy, Sport",6.1,PG-13
The Wedding Party,Comedy,4.8,Not Rated
The Wedding Party 2: Destination Dubai,Comedy,4.7,N/A
The Week Of,Comedy,5.2,TV-14
The Willoughbys,"Animation, Adventure, Comedy",6.4,PG
The Wishing Tree,Family,6.2,TV-G
The Witch,"Short, Drama, Mystery",5.3,N/A
The Witch Files,"Horror, Thriller",4.6,N/A
The Witness Who Didn't See Anything,Comedy,8.3,N/A
The Workshop,Documentary,4.3,Not Rated
The World Is Not Enough,"Action, Adventure, Crime",6.4,PG-13
The World Is Yours,Short,7.1,N/A
The World We Make,Drama,5.2,PG
The Worthy,"Action, Adventure, Family",5.1,N/A
The Wrong Babysitter,Thriller,3.6,TV-14
The Wrong Missy,"Comedy, Romance",5.7,TV-MA
The Young Messiah,"Drama, Fantasy",5.7,PG-13
The Young Offenders,"Adventure, Comedy, Crime",7.1,N/A
The Zoya Factor,"Comedy, Drama, Romance",4.2,N/A
Theater of Life,Documentary,6.6,N/A
Theeram,"Drama, Romance",6.4,N/A
"Thelonious Monk: Straight, No Chaser","Documentary, Biography, Music",7.6,PG-13
Then Came You,"Adventure, Comedy, Drama",7.0,N/A
Theo Von: No Offense,"Documentary, Comedy",5.6,N/A
There Will Be Blood,Drama,8.2,R
There's Something in the Water,Documentary,6.7,N/A
They Are Everywhere,Music,5.8,N/A
Black Hollywood: 'They've Gotta Have Us',Documentary,7.7,TV-14
"Thi Mai, rumbo a Vietnam","Comedy, Family",6.0,TV-14
Thiago Ventura: Pokas,Comedy,6.8,TV-MA
Thithi,Drama,8.2,N/A
Thomas and Friends: Thomas's Snowy Surprise,Family,6.0,TV-Y
Thong Dee Fun Khao,Action,5.7,Not Rated
Thor: Ragnarok,"Action, Adventure, Comedy",7.9,PG-13
Thor: Tales of Asgard,"Animation, Action, Adventure, Fantasy, Sci-Fi",6.3,Not Rated
Thorne: Sleepyhead,"Crime, Drama, Mystery",6.8,TV-MA
Thottappan,Drama,7.0,N/A
Three,"Drama, Romance, Thriller",4.9,TV-MA
Three Words to Forever,"Comedy, Drama, Family",7.3,N/A
Thriller,"Crime, Drama, Horror",8.2,N/A
Thug Life,"Action, Crime",2.5,N/A
Thumper,"Crime, Drama, Thriller",5.9,Not Rated
Thunderbolt,"Crime, Drama, Film-Noir",6.5,Passed
Tiffany Haddish: Black Mitzvah,Comedy,6.2,TV-MA
Tiffany Haddish: She Ready! From the Hood to Hollywood,Comedy,6.7,TV-MA
Tig,Documentary,7.4,TV-14
Tig Notaro: Happy To Be Here,Comedy,6.7,TV-14
Tiger,"Documentary, Biography, Sport",7.8,TV-MA
Tigertail,Drama,6.5,PG
Tik Tok,"Short, Comedy, Musical",N/A,N/A
Tikli and Laxmi Bomb,Drama,7.8,N/A
Til Death Do Us Part,Thriller,4.6,PG-13
Tim Allen: Men Are Pigs,"Documentary, Comedy",6.2,Not Rated
Tim Minchin So F**king Rock,"Comedy, Music",8.1,Not Rated
Time Out,"Drama, Family, Music",6.0,N/A
Time Please,Romance,7.1,Not Rated
Time Share,"Comedy, Family, Romance",5.7,PG
Time Trap,"Action, Adventure, Mystery",6.3,Not Rated
Tinker Bell and the Legend of the NeverBeast,"Animation, Adventure, Family, Fantasy",7.2,G
Tinker Tailor Soldier Spy,"Drama, Mystery, Thriller",7.1,R
To All the Boys: P.S. I Still Love You,"Comedy, Drama, Romance",6.0,TV-14
To and from New York,"Drama, Romance",5.6,Unrated
To Each Her Own,"Drama, Romance",5.8,N/A
To the Bone,Drama,6.8,TV-MA
Three Paths to the Lake,Drama,6.6,N/A
Toast of London,Comedy,8.2,TV-MA
Toc Toc,Comedy,6.8,TV-MA
Todd Barry: Spicy Honey,Comedy,6.8,TV-14
Todd Glass: Act Happy,Comedy,5.0,N/A
Todd Glass: Stand-Up Special,Comedy,6.2,Not Rated
Todo sobre el asado,Documentary,6.5,N/A
Toilet - Ek Prem Katha,"Comedy, Drama",7.2,Not Rated
Toll Booth,"Short, Comedy, Horror",8.2,N/A
Tom Papa: Live in New York City,Comedy,7.2,Not Rated
Tom Papa: You're Doing Great!,Comedy,7.2,N/A
Tom Segura: Ball Hog,Comedy,7.3,TV-MA
Tom Segura: Completely Normal,"Documentary, Comedy",7.8,Not Rated
Tom Segura: Disgraceful,"Documentary, Comedy",7.6,N/A
Tom Segura: Mostly Stories,Comedy,7.6,TV-MA
Tomorrow Never Dies,"Action, Adventure, Thriller",6.5,PG-13
Tony Parker: The Final Shot,"Documentary, Biography, Sport",6.7,TV-14
Tony Robbins: I Am Not Your Guru,Documentary,6.7,Not Rated
Too Young the Hero,"Biography, Drama, War",6.9,Not Rated
Tootsies & the Fake,Comedy,5.8,N/A
Torbaaz,"Action, Drama, Sport",6.7,TV-MA
Toro,"Action, Adventure, Crime",5.9,PG-13
Tortilla Soup,"Comedy, Romance, Drama",6.7,PG-13
Total Frat Movie,Comedy,4.3,Not Rated
Total Recall,"Action, Sci-Fi, Thriller",7.5,R
Tottaa Pataaka Item Maal,Drama,7.5,N/A
Tracers,"Action, Crime, Drama",5.6,PG-13
Tracy Morgan: Staying Alive,Comedy,6.2,N/A
Traffic Signal,Drama,6.5,N/A
Trailer Park Boys: Live at the North Pole,Comedy,6.3,N/A
Trailer Park Boys: Live in F**kin' Dublin,Comedy,6.0,N/A
Trailer Park Boys: Countdown to Liquor Day,"Comedy, Crime",7.4,R
Trailer Park Boys: The Animated Series,"Animation, Comedy",7.5,TV-MA
Trailer Park Boys: The Movie,"Comedy, Crime",7.2,R
Trainspotting,Drama,8.1,R
Traitor,"Action, Crime, Drama",7.0,PG-13
Tramps,"Adventure, Romance",6.5,N/A
Transcendence,"Action, Drama, Sci-Fi",6.2,PG-13
Transformer,Documentary,7.4,N/A
Trash,"Adventure, Crime, Drama",7.2,R
Trash Fire,"Comedy, Drama, Horror",5.8,R
Travis Scott: Look Mom I Can Fly,"Documentary, Music",6.3,TV-MA
Tremors,"Comedy, Horror",7.1,PG-13
Tremors 3: Back to Perfection,"Action, Comedy, Horror, Sci-Fi, Thriller",5.3,PG
Tremors 4: The Legend Begins,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller, Western",5.3,PG-13
Tremors: Shrieker Island,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",5.5,PG-13
Trespass Against Us,"Action, Crime, Drama",5.8,R
Trevor Noah: Afraid of the Dark,Comedy,7.3,TV-MA
Trevor Noah: Son of Patricia,Comedy,7.3,TV-MA
"Trikal (Past, Present, Future)",Drama,7.0,N/A
Trimurti,"Action, Drama",4.8,Not Rated
Trip to Bhangarh: Asia's Most Haunted Place,"Horror, Thriller",2.4,Unrated
Triple 9,"Action, Crime, Thriller",6.3,R
Triple Frontier,"Action, Adventure, Crime",6.4,R
Triple Threat,"Action, Thriller",5.6,R
A Triumph of the Heart: The Ricky Bell Story,"Biography, Drama, Sport",7.4,Not Rated
Trixie Mattel: Moving Parts,Documentary,7.3,N/A
Troy: The Odyssey,"Action, Adventure, Fantasy",2.6,TV-14
Truckbhar Swapna,Drama,5.7,N/A
True Grit,"Drama, Western",7.6,PG-13
True Memoirs of an International Assassin,"Action, Comedy, Crime",5.9,TV-14
True to the Game,"Crime, Thriller",5.3,R
True: Friendship Day,"Animation, Family",6.0,N/A
True: Wuzzle Wegg Day,Animation,7.1,N/A
Trumbo,"Biography, Crime, Drama",7.5,R
Truth or Dare,"Horror, Thriller",5.2,PG-13
Tu Hai Mera Sunday,"Comedy, Drama",7.8,N/A
Tucker and Dale vs Evil,"Comedy, Horror",7.5,R
Tukaram,"Biography, Drama, History",7.3,Not Rated
Tum Milo Toh Sahi,"Comedy, Drama",5.6,N/A
Tuna Girl,"Comedy, Drama",5.9,TV-PG
Tunisian Victory,"Documentary, War",6.7,Approved
Turbo,"Animation, Adventure, Comedy",6.4,PG
Tusk,"Comedy, Drama, Horror",5.3,R
You Only Live Twice,"Action, Adventure, Thriller",6.9,PG
The Twins Mission,"Action, Thriller",N/A,N/A
Two Graves,Thriller,4.3,TV-MA
Two Lovers and a Bear,"Adventure, Drama, Romance",6.1,R
Tyson,"Documentary, Biography, Sport",7.5,R
U Turn,"Crime, Drama, Thriller",6.7,R
U-Turn,"Crime, Horror, Mystery",7.0,Not Rated
Udaan,Drama,8.2,Not Rated
Udta Punjab,"Action, Crime, Drama",7.8,Not Rated
Ugly,"Crime, Drama, Mystery",8.0,Not Rated
Ugly Aur Pagli,"Comedy, Drama",3.7,N/A
Ujala,"Crime, Drama, Romance",6.8,N/A
Ultras,Drama,6.0,N/A
Uma Maheswara Ugra Roopasya,Drama,7.8,N/A
Umrika,"Comedy, Drama",6.6,N/A
Una,Drama,6.2,R
Unabomber: In His Own Words,"Documentary, Biography, Crime",7.2,N/A
Unaccompanied Minors,"Adventure, Comedy, Family",5.3,PG
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,"Adventure, Comedy, Mystery, Romance, Sci-Fi",7.0,TV-14
Unbridled,Drama,6.8,PG-13
Uncertain Glory,"Crime, Drama, Romance",7.1,Approved
Unchained: The Untold Story of Freestyle Motocross,Documentary,7.9,N/A
Uncle Naji in UAE,"Comedy, Horror",5.3,N/A
Uncorked,Drama,6.3,TV-MA
Uncovered,Thriller,5.7,R
Uncut Gems,"Crime, Drama, Thriller",7.4,R
Undefeated,"Documentary, Sport",7.7,PG-13
Under an Arctic Sky,"Documentary, Short, Adventure",7.1,Not Rated
Daraya: A Library Under the Bombs,Documentary,8.0,N/A
Under the Eiffel Tower,"Comedy, Romance",5.3,Not Rated
Under the Shadow,"Drama, Fantasy, Horror",6.9,PG-13
Under the Skin,"Drama, Horror, Sci-Fi",6.3,R
Undercover Brother 2,Comedy,3.4,R
Undercover Grandpa,"Action, Comedy, Family",5.2,PG-13
Underdogs,"Drama, Family, Sport",5.9,PG
Unexpectedly Yours,"Comedy, Romance",6.9,TV-14
The Unfinished Song,Drama,7.1,N/A
Unfriended,"Horror, Mystery, Thriller",5.5,R
Ungli,"Crime, Drama, Thriller",5.7,Not Rated
Unicorn Store,"Comedy, Drama, Fantasy",5.5,TV-PG
Union Leader,Drama,7.2,N/A
Unknown,"Action, Mystery, Thriller",6.8,PG-13
Unknown Origins,"Adventure, Sci-Fi",N/A,N/A
Unrest,"Horror, Thriller",5.0,R
Unspeakable Acts,"Biography, Drama",6.2,Not Rated
Up in the Air,"Comedy, Drama, Romance",7.4,R
Up North,Drama,5.6,N/A
Uppity: The Willy T. Ribbs Story,Documentary,7.2,N/A
Upstarts,Drama,6.7,N/A
Uriyadi 2,"Action, Thriller",7.2,Not Rated
Urvi,"Crime, Drama, Thriller",6.8,N/A
Urzila Carlson: Overqualified Loser,Comedy,6.2,TV-MA
Us and Them,"Crime, Drama, Thriller",5.3,N/A
Used Goods,Reality-TV,N/A,N/A
USS Indianapolis: Men of Courage,"Action, Drama, History",5.3,R
Uyare,Drama,8.1,N/A
V for Vendetta,"Action, Drama, Sci-Fi",8.1,R
Valeria,"Comedy, Drama, Romance",6.3,TV-MA
Vampires vs. the Bronx,"Comedy, Horror",5.6,PG-13
Vanjagar Ulagam,"Action, Crime, Drama",6.1,N/A
Vantage Point,"Action, Crime, Drama",6.6,PG-13
Varane Avashyamund,"Comedy, Drama, Romance",6.9,N/A
Vaya,Drama,7.5,TV-MA
Veerappan,"Action, Biography, Crime",5.3,Not Rated
Veerey Ki Wedding,"Comedy, Romance",2.8,N/A
Velvet,Drama,8.1,TV-14
Velvet Buzzsaw,"Horror, Mystery, Thriller",5.7,R
Verónica,Horror,6.2,TV-MA
Veronica,"Family, Fantasy, Musical",8.0,N/A
Vettai,Action,6.0,Not Rated
Viceroy's House,"Biography, Drama, History",6.7,Not Rated
Victor,"Biography, Crime, Drama",6.5,PG-13
Viking Destiny,"Action, Adventure, Fantasy",4.3,R
Villain,"Action, Crime, Thriller",6.3,Not Rated
Vincent N Roxxy,"Crime, Drama, Thriller",5.6,R
Vir Das: Abroad Understanding,Comedy,6.9,TV-MA
Vir Das: For India,Comedy,7.8,TV-MA
Vir Das: Losing It,Comedy,7.1,TV-MA
Vir Das: Outside in - The Lockdown Special,Comedy,6.9,N/A
Virsa,Drama,5.7,N/A
Viswasapoorvam Mansoor,Drama,5.8,N/A
Vitti Dandu,"Drama, History",7.3,N/A
Vivah,"Drama, Musical, Romance",6.6,Not Rated
Vizontele,"Comedy, Drama",8.0,N/A
Vizontele Tuuba,"Comedy, Drama",6.5,N/A
Vodka Diaries,"Mystery, Thriller",5.6,N/A
Voulez-vous rire avec moi ce soir?,Documentary,6.8,N/A
Voyeur,Documentary,6.2,TV-MA
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy",7.5,PG-13
W. Kamau Bell: Private School Negro,Comedy,6.4,N/A
W.E.,"Drama, History, Romance",6.3,R
W/O Ram,Thriller,6.2,N/A
Waar,"Action, Crime, Drama",7.9,N/A
Wadjda,"Comedy, Drama",7.5,PG
Waiting,"Comedy, Drama",7.2,N/A
Waiting...,Comedy,6.7,R
Wake Up Sid,"Comedy, Drama, Romance",7.6,Not Rated
Wakefield,Drama,6.3,R
Walk Away from Love,Romance,7.3,TV-14
Walk with Me,Documentary,6.3,N/A
Walk. Ride. Rodeo.,"Biography, Drama",6.4,TV-PG
Walking Out,"Adventure, Drama, Mystery",5.8,PG-13
Walt Disney Animation Studios Short Films Collection,"Animation, Adventure, Comedy, Family",7.7,G
Wanda Sykes: Not Normal,Comedy,7.2,TV-MA
War,"Action, Crime, Thriller",6.2,R
War Horse,"Action, Adventure, Drama",7.2,PG-13
War Machine,"Comedy, Drama, War",6.0,TV-MA
War on Everyone,"Action, Comedy, Crime",5.9,R
Warda,"Horror, Thriller",4.1,N/A
Warehoused,Documentary,6.5,N/A
Wasp Network,"Crime, Drama, Thriller",5.9,TV-MA
Watchman,Thriller,5.4,N/A
Watership Down,"Animation, Adventure, Drama",7.6,PG
Wazir,"Action, Crime, Drama",7.1,Not Rated
We Are Family,"Comedy, Drama, Family",5.6,Not Rated
We Are Legends,Action,5.2,N/A
We Are Your Friends,"Drama, Music, Romance",6.2,R
We Belong Together,Thriller,4.7,TV-14
We Can Be Heroes,"Action, Comedy, Drama",4.7,PG
We Have Always Lived in the Castle,"Drama, Mystery, Thriller",5.6,Not Rated
We Need to Talk,"Short, Drama, Fantasy",8.3,N/A
We Summon the Darkness,"Horror, Music, Thriller",5.2,R
We the Animals,Drama,6.9,R
Weather Forecast,Short,6.4,N/A
Welcome,"Comedy, Romance",6.9,Not Rated
Welcome to New York,Drama,5.5,R
Welcome to Sajjanpur,"Comedy, Drama",6.9,Not Rated
Welcome to Sudden Death,"Action, Drama, Thriller",4.2,R
Welcome to Willits,"Horror, Sci-Fi",4.1,Not Rated
Well Done Abba!,Comedy,7.3,N/A
West Coast,Drama,5.8,N/A
What a Girl Wants,"Comedy, Drama, Family",5.8,PG
What a Wonderful Family!,Comedy,4.5,N/A
What are the Odds?,Drama,5.4,N/A
Khabsa: What Did I Mess,"Comedy, Romance",7.3,N/A
What Did Jack Do?,"Short, Comedy, Crime",6.5,TV-14
What Happened to Monday,"Action, Crime, Fantasy",6.9,TV-MA
What Happened to Mr Cha?,"Comedy, Drama",4.3,TV-14
What Keeps You Alive,"Horror, Thriller",5.7,R
What Lies Beneath,"Drama, Horror, Mystery",6.6,PG-13
What Still Remains,"Drama, Thriller",4.7,TV-14
What the Fish,"Adventure, Comedy, Drama",5.0,Not Rated
What the Jatt!!,Comedy,4.8,Not Rated
What Would Sophia Loren Do?,"Documentary, Short, Biography",6.7,TV-14
What's Eating Gilbert Grape,Drama,7.7,PG-13
"What's Up, Doc?",Comedy,7.7,G
What's Your Raashee?,"Comedy, Drama, Romance",4.6,Not Rated
Wheelman,"Action, Crime, Thriller",6.4,TV-MA
Wheels of Fortune,Comedy,5.4,R
When Love Happens,Romance,4.8,N/A
When We First Met,"Comedy, Fantasy, Romance",6.4,TV-14
Where the Money Is,"Drama, Comedy, Crime",6.3,PG-13
Where's the Money,Comedy,5.1,R
While We're Young,"Comedy, Drama, Mystery",6.3,R
Whipped,"Comedy, Romance",4.5,R
Whisky,"Comedy, Drama",7.0,N/A
Whispers,"Drama, Horror, Thriller",4.3,N/A
White Chamber,"Drama, Horror, Sci-Fi",4.4,N/A
White Christmas,"Comedy, Musical, Romance",7.6,Not Rated
White Fang,"Adventure, Drama",6.7,PG
White Girl,"Crime, Drama",5.7,Not Rated
White Island,Comedy,4.3,Unrated
Whitney Cummings: Money Shot,"Documentary, Comedy",6.2,TV-MA
Who's That Knocking at My Door?,"Drama, Thriller",5.7,N/A
Why Me?,"Action, Adventure, Comedy",6.0,R
Wild Child,"Comedy, Drama, Romance",6.1,PG-13
Wild Oats,"Action, Adventure, Comedy",5.7,PG-13
Wild Wild West,"Action, Comedy, Sci-Fi",4.9,PG-13
Wildlife,Drama,6.8,PG-13
Wildling,"Drama, Fantasy, Horror",5.5,R
Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical",7.8,G
Win It All,Comedy,6.2,TV-MA
Winchester,"Biography, Drama, Horror",5.5,PG-13
Wine Country,"Adventure, Comedy, Drama",5.5,R
Winter of Our Dreams,"Drama, Romance",6.2,N/A
Winter's Bone,"Drama, Mystery",7.2,R
Wira,Action,6.3,N/A
Wish I Was Here,"Comedy, Drama",6.6,R
Wish Man,"Biography, Drama, Family",7.0,Not Rated
Withdrawn,Drama,6.5,PG
Wives on Strike,N/A,6.7,N/A
Wives on Strike: The Revolution,"Comedy, Drama",5.4,N/A
Wolves,"Action, Fantasy, Horror",5.3,R
Woodshock,"Drama, Fantasy, Horror",4.3,R
Woody Woodpecker,"Animation, Adventure, Comedy",4.1,PG
Work It,"Comedy, Music",6.1,TV-14
World Famous Lover,Romance,5.0,TV-MA
World of Winx,"Animation, Action, Comedy",6.9,TV-Y7
World Trade Center,"Drama, History, Thriller",5.9,PG-13
Would You Rather,"Horror, Thriller",5.7,Not Rated
Wrong No.,"Comedy, Romance",6.6,Not Rated
Wrong Side Raju,"Drama, Thriller",7.9,N/A
Wyatt Cenac: Brooklyn,Comedy,6.3,N/A
Wyatt Earp,"Adventure, Biography, Crime",6.7,PG-13
X-Large,"Comedy, Drama, Family",7.3,N/A
X: Past Is Present,"Drama, Mystery, Romance",5.2,N/A
XOXO,"Drama, Music",5.3,TV-MA
XX,Horror,4.6,R
xXx,"Action, Adventure, Thriller",5.9,PG-13
xXx: State of the Union,"Action, Adventure, Crime",4.5,PG-13
Y tu mamá también,Drama,7.6,R
Y.M.I. Yeh Mera India,"Crime, Drama, Thriller",7.7,N/A
Yaadein,"Drama, Mystery",7.7,N/A
Yaar Gaddar,"Action, Drama",3.8,N/A
Yaara O Dildaara,"Comedy, Drama, Family",5.6,Not Rated
Yamla Pagla Deewana 2,"Action, Comedy",3.4,Not Rated
Yanda Kartavya Aahe,"Comedy, Romance",6.6,Not Rated
Yeh Ballet,Drama,7.6,N/A
The Yellowbird,N/A,N/A,N/A
Yes Man,"Comedy, Romance",6.8,PG-13
Yes or No,Drama,5.8,N/A
Yes or No 2: Rak Mai Rak Ya Kak Loei,"Comedy, Romance",6.4,N/A
Yes or No 2.5,"Comedy, Romance",5.5,N/A
"Yes, God, Yes","Comedy, Drama",6.1,R
Yo-kai Watch the Movie 6,"Animation, Action, Adventure",6.3,N/A
